,text
267,我梦见一个帅气的男生在为我梳头，是前半个头梳到后面的辫子，是披肩。梳好后，我看了看镜子，表示满意。我忘向窗外，是午后，太阳很温暖，有微风，对面楼房的一处窗子边开了一片片的紫色菊花，我感叹道：好美…自己家周围也有一片紫菊花。男生从后面抱着我的腰，我也顺时抱着他的胳膊，感觉很幸福、温暖。
268,梦见骑单车带人，一个男的，在见面，趴在车把上睡着了。拾到了一个证件，叫师士的人。还有一个大型的半挂车辆在我旁边要调头，旁边还有个摩托车。之前好像还有，看到自己的一个多年前的证件，里面还夹着几十块钱。
269,我梦见我自己去要账被一个几年的朋友骗，然后被他用刀子扎伤左臂而后和解说过段时间还钱 我出门梦见自己跳进河里抓鱼 好多彩色的鱼 人们抓到小鱼我劝放生 自己抓了几条较大的鱼 左后梦见一条貌似和鲸鱼般大小的鲤鱼和我说话 梦醒
270,梦见我和我老公在一棵树下，树上结的橘子又大又红但太高了，我老公摇下来了两个，却掉的很远，后来我大伯妈回家给我一把镰刀我用凳子垫脚就割了好多，我们-怕人家来就拿东西跑了，到家里他们就烤火在那里吃东西，床上有两个小孩，一个是二嫂一个是幺嫂的，带个帽子，我说太像电视里的小僵尸了
271,妈妈梦见右手多了个和左手一样的玉镯，但是右手那个无缘无故的断成了两半，掉了下去。现实中我妈妈只有左手带了个我送给她的玉镯，请大师帮忙解梦，谢谢了！
272,梦见自己到同学的家里，发现了从前没有看到的很长很长的长方形类似水族馆的鱼池里，我在水里来游，起初看到的很少，越到后来我发现的越多的各种样貌奇异的鱼、生物，应该是海洋生物吧，我游的同时用象个小托盘的网戳起来玩。
273,梦见在大马路上有一大群兔子从左往右的行走，然后一只兔子停下来向我走来，然后我抱着它，抚摸它，然后它咬了我的右手手指，感觉有点疼但是没有咬破就拿开了。  本人女，25岁未婚
274,
275,大师，这个梦预示什么？
276,梦见自己摘掉钻戒，摘下来后发现钻戒上 沾了 好多油腻 我把 钻戒上的油腻给除掉后 就把钻戒 借给 另外一个人
277,今天早上，四五点的样子做的梦，梦见一条绿蛇，梦里这条绿蛇跟别的不太一样，然后它就追我，反正意思就是要咬我，从我们家门前，一直穿过我家里，摆脱它了之后，我在我家后面玩，它又窜出来追我，摆脱了之后，反正换了一个地方，又窜出来追我，反正三五个地方都这样，突然窜出来追我，我那个时候心里超怕它咬到我，所以跑啊跳的，后来有点吓醒了，醒了之后继续睡，就没梦到了。不知道这个情况说明什么？求大师解答，谢谢
278,今天晚上梦到大暴乱，做了一个掉了一个门子的汽车，最后梦到被流浪狗咬。这是什么意思？求大师解答
279,大师您好：
280,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 今天早上做的梦，大概8=9点钟吧，醒了都11点了，我梦见有两个人要和我结婚，我以前的男友要和我结婚，说是下个星期，但是星期几我忘记了，还有一个是以前认识的一个朋友，他说要娶我，日子定好了，是下个星期一，然后还说了很多话，关系很暧昧，还帮我梳理头发，请大师帮我解梦...
281,我追求一有男朋友女孩很久了。昨晚梦到她了。
282,刚开始说她要和她男朋友结婚了，她很开心，在梦中我好像也不是特别难过，然后她和她单位的同事一起坐车，像那种公交和大客车，好像是他们单位出去旅游，然后我乔装打扮一起上去了。这个车里很奇怪，前低后高，像有台阶一样的，台阶级数很少，耶不高，感觉很宽很长。然后我在合适的时机表露身份，强制拥抱亲吻她，她感动了，答应和我在一起。然后出了一个事故，我记不起是什么事故了，她死了，我把她埋葬了，这时候发现她男朋友也死了，我把他们埋葬在一起，但不是一个墓穴。有人问我你怎么把他们埋葬在一起，我说怎么可能，只是把他们放在附近罢了。我很难过，伤心。但不知道为什么最后出现了泰坦尼克号（一部非常有名的爱情电影）的男主角，他们都复活了，原来是在演戏，这时候我发现三个都是男的了，没有那个女孩了。
283,请大师解梦，是否有解决之道？
284,大师您好！这个梦大约是在天刚刚亮的时候做的。 我梦到自己变成了女人，然后穿着婚纱在屋里，客厅里是上门迎亲的新郎和父母。可是我所在的这个 “家” 根本不是我现实中自己的家，格局布置是我大姨的家。我使劲哭，然后想法设法的逃离这个“家”。父母不让我走，说我逃婚了丢不起这个人。最后我还是逃走了，逃出后 我发现我又成男人了。然后我又去那个迎亲的新郎家看看，发现要和我结婚的是他妹妹。我看她对我挺有意思的，不过她家里实在是很穷很穷。我拉着她的手的时候，我又想起我现在的女朋友，现在她要闹着和我分手，想起她的时候我就醒了。
285,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 在做这个梦前2天晚上，是早上6点多钟的时候梦的。我梦到我女朋友冷冰冰的看着我，然后拿起匕首刺向我；我啊的一声尖叫，把隔壁的父母吓醒了。过来看我还在睡，但是在擦眼泪，我只擦了左眼一滴眼泪，我当时有点意识。结果当天晚上我女朋友就在网上说要和分手，但也正八经儿当面说分手，还戒指。隔了一天又做了我变成新娘这个梦。
286,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 大师！求您指点一下我，这是预示着什么嘛？
287,梦到逝去的母亲口中衔针，都穿好线的，她说她要纳鞋垫。
288,这预示着什么？
289,梦见在自己的老家的房门口（现在已经拆了）看见一个鬼，然后我就逃，他就拼命地追我，我一直逃，没和我讲话，我也没叫，没有说话。不知道是好是坏？恳请帮助
290,你好，大师。我对能记住的梦很看中，因为这预示着你的现在与将来。
291,晚上7点我就进入了梦乡，因为之前家里有人去医院。所以一直没怎么睡。
292,
293,梦的情况我大概记得百分之90：&nbsp;梦见我两个好朋友以及我的女朋友，一行4人步行前往一处目的地。目的地是网吧名字叫世外桃源，
294,在途中，好友A与我女朋友以想坐下休息一会的理由。进了一家高档饭店，并在坐下每人点了两份小菜。
295,我清楚的记得，一份是豆制品，一份是圆白菜。（这个时候，我已经发现他们有问题，并且是故意找借口想离开我）我有点不高兴，就随朋友B继续前往我们最初的目的地那家网吧。中途的时候我给女友打电话，
296,电话的内容我和她交谈什么，我已经不记得了。但我只知道我们交谈的很短暂，并不高兴。挂上电话，
297,索性我决定回去找他们。朋友B随我一同返回，知道我要揍朋友A并且试图阻拦我。我没有理睬，到了朋友A与女友吃饭的地方。我在路边拣起了一块砖头。是那种红色的板砖，我感觉有些长，无法藏匿于身上。就敲掉了1/3。隐藏在自己的衣袖内。坐上了电梯，直接到了3楼。看见了朋友A与女友正做出亲昵的动作。当时我火冒三丈，（我心里想，我要把他叫出来再揍他。我问他是不是男人，如果他回答是，那么他随我下楼，如果回答不是。我也管不了那么多了， 我当场就会揍他。）“你是不是男人”“是”“随我下楼！”他站起身，我直接拿出板砖就往他头上拍，一边拍一边拖着他走。再殴打他的过程中，我还和他说了一句话。“我们三年的感情，被你到来的一个月毁坏了。”他说道“考试中的与你坐面对面的女孩，都是小女人。”我没听懂，我只记得我一直在用砖头拍他的头。但是不知道为什么一直没有出血，我感觉我用了很大的力。从3楼坐电梯下到了2楼，朋友A就不见了（可能是我把他打晕过去扔一边了吧），在2楼电梯口，碰见了3个长得还不错的服务员，对我说道：“你女朋友和一个男的在3楼呢，”我当时心里一痛，决定去调戏一下服务员。就过去抱了她一下，她回头茫然的看了一我眼，我的梦就如此的结束了。&nbsp;以上就是我梦的内容了，请老师帮助给予解答。
298,做梦梦见喂缸里的银龙鱼时&nbsp; 当做鱼食喂的泥鳅鱼跳出鱼缸&nbsp; 而且还跳出很多&nbsp;&nbsp; 缸的银龙鱼也不吃食（泥鳅鱼） 自己去抓那些泥鳅鱼&nbsp; 却又抓不住&nbsp; 。 求大师解答&nbsp; 。
299,梦到和别人打扑克，手拿4个J，2个10等大牌，没有单张，基本是对子或3个相同的，是什么意思？
300,27岁，女。
301,昨晚上做梦，梦见满地满世界的雪，用手去抓雪，很棉很柔。我在雪地里走，鞋子都湿了，头发上都是积雪，拿都拿不掉。我没理，又继续往前走了。
302,大师您好：
303,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 我梦见和男朋友拥抱，但是拥抱过程中他打了我一拳，就吵了起来，在争吵过程中我发现他只是因为父母原因而打我。最后我们就各走各路，分手了。
304,
305,&nbsp;&nbsp;&nbsp; 请问此梦怎么解释？
306,你好，前天晚上我梦见我在大街上走，不知道是谁家养的大蟒蛇跑出来了，把我缠住，咬伤了我的脸和两只胳膊，最后蛇跑了，好像是养蛇的主人拿来了药水给我涂抹了伤口，很快伤口就好了一些。我，男，36岁，有一男孩。请大师指点！
307,除夕早晨，做梦扫地，突然扫出一个大洞是蚂蚁窝，老多老多的蚂蚁，我就大声喊爸妈，可就是喊不来，他们还听不见。。。
308,梦见在外婆家。舅妈让我上外婆房间去帮她拿什么东西（忘了）。我跑过去，房间中间结了很大两张蜘蛛网，我看了看房子，没发现蜘蛛，心里还在想，奇怪怎么有这么大两张蜘蛛网。还好奇的穿过蜘蛛网，并且蜘蛛网还没破。走出房间，发现自己手上有几个洞，再照镜子，脸上也有两个洞。回头一看，房间的蜘蛛网上有两个很大的蜘蛛。吓得我赶紧跑，逃跑吓醒来了。救解。
309,本人，女，已婚，有一小孩。
310,&nbsp; 我一个远房姑夫前几年因为癌症去世了，小时候我就见过一面，去他们家玩了几天，但是对他的印象还清楚的。
311,昨天晚上我梦见他活了，我活着的姑姑去世了。醒来感觉有些害怕，请大师讲解
312,早上七点吓醒的，梦见我亲戚考上大学了，我高兴， 去她家的时候看到一只老鼠，我俩就一起打老鼠，后来老鼠装死，我亲戚就不管了，结果它就起来就追着我咬我脚，给我吓得蹦起来了。。求解。我20，女
313,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 我梦到一个身穿红色连衣裙的女人站在大树的顶端，我就 往大树的方向走，走着走着看到了一新的坟墓。。
314,我梦见一只白色的大蟒蛇在水里游&nbsp;&nbsp; 忽然让我过来&nbsp; 追我 我就赶紧跑&nbsp; 最后把它给甩掉了&nbsp; 我又跑了回去&nbsp; 看见那个白蛇头上卧个金钱龟&nbsp; 最后它把那个龟放到了岸上&nbsp; 就游走了&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;好不好啊这个梦？&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;求解
315,&nbsp;&nbsp; 我梦见一只白色的大蟒蛇在水里游&nbsp;&nbsp; 忽然让我过来&nbsp; 追我 我就赶紧跑&nbsp; 最后把它给甩掉了&nbsp; 我又跑了回去&nbsp; 看见那个白蛇头上卧个金钱龟&nbsp; 最后它把那个龟放到了岸上&nbsp; 就游走了&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;好不好啊这个梦？&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;求解&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
316,一个老太太拿着一个包裹进来了 我就晃晃悠悠的起来了 然后老太太看着我 说 谁能帮我看看这个东西是什么  打开包裹  里面就像什么动物的皮毛 我就说 大娘 这个东西我也不认识然后她就突然消失了，她走了之后我就接着睡 睡着睡着 我似乎就在梦里还做梦了 说还是刚才的老太太 她从我沙发下爬出来 然后和我说 是我刚才睡觉的时候动了 不小心把沙发下的什么东西给撞破了 然后放出来了这个狐仙 她问我有什么要她做的 我就摇头 然后 她就说要我帮她对付一个人，她说让我帮她的时候 我同意了 但是我似乎说了女朋友的条件，要想我帮她 必须让你好，她说帮她会死。
317,先是一大片荒原，我跟4个人（我们都是女孩）在那走着身上穿着厚厚的装备，之后不知怎么的就被困在一个地下密室里了我们5个人其中一个女孩不见了好像是被控制了，之后我们4个人下了一层楼梯那有一排柜子，是那种小小的方格一格子一格子的，然后有一个女孩打开了柜子拿什么东西之后又被控制了，之后出现了一只特大号老鼠攻击我们（这时剩下我们3个人了）我们怎么杀也杀不死。就往下走越往下老鼠越多。
318,本人女&nbsp; 过某一段路时 地上躺着很多条蟒蛇 褐色的 但是很乖 很温顺 我有点害怕 旁边有一人 男的 帮我顺利通过那块地方&nbsp;那个男的样子没看清 &nbsp;穿西装的 貌似对我很好 。。。。。。
319,前几天梦到过一次，昨天一位亲人去世了，晚上又梦到了一次，不知道有没有关键，因为昨晚做了好几个梦。梦到一只狗在我身上撒尿，狗是两只前脚靠在我肩膀上尿的，而且尿很多，说是为了做记号，感觉没有恶意。
320,老家周围莫名其妙出现了红玫瑰花丛，从里面窜出一条褐色蟒蛇，缠住了我我终于甩开了它，跑回家跟奶奶关门，蟒蛇把门撞开缠住了我。然后我捉着它的七寸到处摔。把它摔死了。然后我又把它皮扒了。拿去给我爸爸吃了
321,梦见在满地大便&#160;然后在大便下面发现了一只乌龟&#160;去捉&#160;被它咬住了&#160;然后又觉得是乌龟吐了蛇信
322,我在我家的平房不知道突然从哪里来了一只蝙蝠就追着咬我最后我跑到外面用土丢它被它咬到后背还流血了就吓醒了怎么回事
323,我是女的，梦到车上有白花，梦中还有已经去世的母亲，抱着母亲说以后都要在一起生活
324,也不完全是悬崖，是一座高楼，本来是在高楼里玩的，后来就变成了用很多石头垒起来的高垒，我在垒最上方，看着下面瑟瑟发抖。后来摔下去了，背部着地，人没事，包里的相机好像坏了，也没拆开看，就是感觉里面一块块的了。
325,&nbsp;
326,前几天考研没考好，不知道是不是暗示我已经没戏了。
327,梦见给已故的妈妈洗澡，没有讲话就感觉是妈妈，在那躺着我给她搓澡。
328,我在去往参加三时系念法会的路上，，我微闭着眼，口中念着阿弥陀佛，我就看见一个尼姑穿着浅灰色居士服，戴着浅灰色的居士帽，没有说话，我看到她站在我身旁，我就挣开了眼睛。  请大师给解释一下
329,总会梦到男友找情人，每次都是不同的人，这个梦做了快三年了，最近半年就昨天晚上出现一次。求解。
330,"做的梦感觉不好: 梦见好多人坐在礼堂里, 都穿的白衣服, 好像参加自己的葬礼, 哥哥还讨论自己的身后财产; 同时昨夜老婆做梦梦见类似的情况: 梦见她自己重回单身宿舍住, 还拿了我的手机, 正好这几天 不舒服, 好恐怖的梦啊"
331,中午休息做梦，梦到自己跟踪两个男生，他们好像是坏人，还经过桥洞，追到了山区，后来进入人民家里，坏人跟丢了，自己还担心被别人发现，这预示着什么呢
332,睡觉时候感觉我身边有个黑影，虽然看不清是谁，但是感觉是去世的爷爷，而且我还动不了，很害怕
333,梦见见到前女友，然后有了性关系，看到她有麻烦，过得很不好，接着看见她的男友过得挺差劲，我看着觉得那男的真的很差劲，过得比我差多了！请问大师，这是什么理论？还有就是做梦自己为母亲赎罪，看着前女友在为自己的过错付出代价时，我竟然说她怎么当初要这样！反正很乱的梦，求大师解释，谢谢
334,大师您好！我想请您帮我解一个梦，我昨晚梦见一个大约四岁左右的小女孩来到我家，我当时心里认为她是我的女儿，所以特别高兴，还对我老公大喊，我们的女儿回来了，还说她比以前长胖了些，我急急忙忙要弄给她吃的。请问大师这是怎么回事？其实我只有一个儿子已经成家了，没有女儿呀？
335,梦见有人抱着我的小孩子，突然另外一个人一只手抢过孩子扔出去了，我就哭着对别人说，我的孩子让别人摔死了。这是什么意思呢？
336,我经常梦见自己走到一个山下，山很高，中间有很高很陡的石梯，我往上走，走到山半腰上有气势非常宏伟的庙，两个和尚经常下棋，我去了他们还会说，哎呦，你又来了。然后我就一边喝水一边聊。
337,这个梦我经常做，不知道是什么意思
338,梦见有人抱着我的小孩子，突然另外一个人一只手抢过孩子扔出去了，我就哭着对别人说，我的孩子让别人摔死了。这是什么意思呢？
339,好像是去旅游，在庙里还是什么地方，我捡起一枚铜钱，上面有四个字，我记住有生和死这两个字，然后妈妈捡起一枚给了我，上面好像有宝平，我小姨捡起一枚也给了我，上面有宝元两字，不知道是什么意思，吉凶如何。
340,和朋友出去玩，我提议坐环山过山车观光，爬山的时候发现脸上长了个小豆，我用手挤，结果出来一个像乒乓球那么大的东西，还被人给吃了，之脸也没有毁容。
341,我梦见&nbsp;，老家老房子 ，外婆你在家，我刚回家一看，家里的门衣柜，和什么&nbsp; 总之能打开的 都是开的&nbsp; 。我立马发现家里是来贼了、&nbsp; 我打电话外婆说家里被偷了问外婆有什么贵重东西吗，外婆回答&nbsp; 有现金 现金1000元 之后外婆赶回来&nbsp; 一直在哪里哭
342,昨晚梦见别人在钓鱼，下了好多杆，我帮忙去拉杆，第一杆没有鱼，第二杆很重，拉上来却是一只狮子，我找绳子把狮子的嘴巴拴住就一起往前走了。半路上下大雨了，狮子逃开了。似乎狮子是会说话的。求解。
343,昨夜梦到自己跟一个人（感觉很熟悉，但是看不到脸）去海边，光脚站在沙滩上，结果不一会海水就慢慢涨起来，快要碰到脚的时候我就躲开，往后退，结果心里总觉得会海水会涨起来，就跑到岸上，可是海水却退回去了，而且还退得好奇怪，退到很远很远的地方，都看见海底了。正松了一口气的时候，海水又来了，而且突然出现了一个石头做的坝，不规则的，海水就从石头缝里流出来，接着我就醒了，看时间是1点半左右。请问这个梦预示了什么？最近总是做预知梦，都应验了，很担心又有什么事发生
344,梦见老家发生地震，使得家门口侧面出现了很深的渠，不知道是何寓意。
345,我梦见自己艰难的骑着三轮车回家 突然间鞋子掉在桥下面.我看了下桥下面鞋子是从一个滑坡滑落到侨底的但是没滑进水里.我在考虑到底是下去拿还是想其他办法.过了桥就是家了  由于鞋子掉了 我就下了三轮车.看到一些初中生在桥这里搞野炊 不知道什么情况他们就和我聊起天来..聊着聊着一个带着眼镜的女初中生就趁我不注意喂我吃了几口方便面就走了 还叫我弟弟 我当时很郁闷 我都比她大还叫我弟弟 后面我记不清了.请大师帮我解答下 万谢了
346,昨天先梦到和老公在一起睡觉~然后我想上厕所然后就起来上厕所~但是那个厕所是公厕我就去了第二格公厕的那种地面都可以反光撒~然后我就反光看到我旁边有个人~然后转头又没人~然后我仔细盯着地面看就看到有个吊死的人在我旁边~~~我想叫又叫不出来~然后我就“醒”了~喊我妈但是喊不出声全声就只有脚能动~我就拿脚去点还是没醒~然后我朦朦胧胧看到窗帘那吊了个人~然后我想喊不答应我就念南无阿弥陀佛一直念就醒了~而且那个人是我多年不见的同学~应该说都该忘记她长啥样的~以前也不经常说话的那种~
347,昨晚梦到自己没穿衣服在河里洗澡，后来河水变得很急，再到后面。却干了，我一直往上流走，结果河水又开始流下来了，又变得很急。是什么意思啊？
348,梦见开着拖拉机，一不小心掉进了公路边上的沟里，但是人却下来了。
349,做梦梦见死去的外婆。外婆是长癌动手术，医疗事故死的。做梦梦见外婆活过来了，又去了我同学介绍的医院做手术，手术很成功，然后外婆好像说了要是之前在别的医院做手术的话也许就好了的话。 前半个梦是这样的，后半个梦模糊记得是有很多鬼，整个医院都有，我在躲贵。&nbsp;&nbsp;&nbsp;&nbsp; 外婆一直是笑着的。
350,大师，我梦见很多人披麻戴孝的在一个坟前哭，这些人和坟在一个大沟的左侧，我在右侧，我面朝北走，看见坟和那些人在那里哭，我也就顺着路上给逝者磕了个头，我老婆也跟着磕了一个，但我们不知道逝者是谁，这时候就刮起大风，顺着我们前进的方向刮的风，心理想还是尊敬逝者好吧，刮顺风了，继续向前走，这时脚下的前方有正在燃烧的烧纸，烧纸的燃烧引起了旁边的鞭炮，可是这鞭炮又变成了小礼花，在我头上方不远的位置开花，这时候看见我前面也有人在这里经过，心里想，他们过的时候怎么没有礼花，我过的时候有呢，然后继续走，又发现坟，心理就有些害怕了，就往四周看，看见了释迦牟尼的坟，不是多很清楚的看见，所以就双手合十，口中念叨，阿弥陀佛，保佑我，念了好几遍，然后就醒了，求大师解梦，
351,"梦见买玫瑰花求婚,卖花的给我推荐月季，说是新品种也很好看。"
352,刚开始不知道那是什么花，我就答应了。&nbsp;然后他包了一半我发觉不行，就让他不包了换玫瑰。
353,他还一直给我推荐月季，就是不肯给我换。中途还来了一个买花的，店员还问他哪种花好看。结果那人没有在玫瑰和月季之中选择，选了另外一种。直到梦醒，花也没有换，也没有继续包。
354,梦里因为孩子跟陌生女人吵架，对方拿出一把大剪刀剪掉了我的一缕头发，我一生气，抢过了她的剪刀把她剃成了光头。不管怎样，整天做各种奇怪的梦，神经衰弱是一定的了~~~
355,中午睡觉，梦到我和很多认识的人在森林里，有我三个好朋友，其中一个朋友下了车我去找她，然后突然所有的车都开走了就剩下我一个人在那，然后就看见两头黄色的老虎追我，都能听见老虎的脚步声，后来就醒了。这个梦有什么说法没有啊？
356,梦见外面下雨 房子漏水，我还有扫把把水清理掉 什么意思呀？
357,之后有梦见 被子在阳台上晒太阳 忽然之间 冒烟 着火了 着急把火扑灭
358,请求答案！
359,首先，谢谢大师的帮助。梦里我所在的楼房与发生坍塌的楼房呈90°角，楼房坍塌后废墟在我的窗下，如此看来，应该是属于向外坍塌，谢谢大师指点。另外，第二天又做了一个梦，一排鞋子，很多双，每个鞋上面都有流苏装饰，流苏全部都是三根，中间的长两侧的短，而我把每双鞋子上的从我的角度看右侧的略短的流苏都扯了下来，这又意味着什么呢？梦里的我在扯流苏似乎是在被要求做一个心理测试，根据我所取得的流苏的形状判断什么，结果我扯下的流苏都是长的，而实际上是有圆形流苏的，请大师指点，多谢！
360,梦见在一个学校里面 新建的宿舍楼还没有建好，我们认识里面的承包商，跟他说这个房子建的不好的事情，然后在我准备离开的时候房子突然很摇晃，接着就向一边倒去，我们还在房子里面，因为是高楼，我们在最高层，倒下后没有人受伤，这时我找到了窗口，然后大家就一起逃了出去。 这个是什么意思啊
361,梦见封没见过的两人为侯，一人封：成侯。一人封：平侯。成侯开始亲近我，后来反我；平侯始终助我。
362,一夜两次同样梦，求解。。
363,前天晚上做了梦，很奇怪
364,梦见公司老总到我家，好像是要顺道载我回公司，但实际距离很远，开车是不可能的
365,他在我家住了一晚，我爸不在家，我、我妈、老总，我们三个在一个床上睡，我和老总一个被子，但头朝两头睡。
366,真的很不可思议的梦，老总刚来，确实是老乡，但是不熟。
367,求解
368,昨天做了一个很长的梦，没记全
369,我好像是个小演员，参加另一个演员的婚礼，大家好像有些排斥我，随礼要求每人4万，我没有那么多，用了随身一条项链顶替，梦中我说项链是我红的时候买的，但是项链表面磨损很严重了，珠子上的塑料都磨掉了，很明显的假货，可能是被人骗了，但收礼人帮我掩饰了
370,另个画面，我在海滩抓螃蟹，总共抓了3只，第一只是粉红色的，蟹壳很软，很漂亮。第二只螃蟹很大，有白斑点的，歇腿很长，夹人，一个陌生男人帮我抓的，放到塑料袋中还夹人，他帮我把蟹腿上所有齿给弄断了。第三只中等大小，黑色的。
371,第三个画面：好像和别人发生了官司，我被诬陷，朋友帮我用了些手段，赢了官司，但总的感觉不是在正常法庭，这个画面记得不是很清楚。
372,觉得梦有点乱，求大师解梦
373,大师，我今天5点多做梦，梦见我去抓一个复仇的女人，结果被蛇咬伤了左腿。别人说只要1个礼拜就能好，结果我的腿两个月都没好。
374,大师能给我说说是怎么回事吗？我很少做这样的噩梦。以前做了个被裸女追着砍的噩梦，结果几天之后真的发生血光之灾了，大师，救人如救火，救人一命胜造七级浮屠，拜托了。
375,梦见有人说今天太阳升不起来了，我看见海平面上升起了一个巨大的太阳，觉得没事。接着太阳上面出现了巨浪般的大水把太阳掩盖了。海面上也起了巨浪海啸，于是我开始逃跑，逃跑中出现了一个声音问：“你能跑到哪。”我看一群人往房屋里跑，我觉得那样死路一条就往前冲，发现前面迎面又来了一层巨浪，没地方躲了，只好拼命往前冲，准备往上跳。于是醒了。
376,梦到现在自己带的腰带扣开了，自己修的过程中遇到同事，她帮我修就变成了一个新的没见过的腰带，而且是帮我接起来。
377,本人女的。昨天晚上做梦，自己掉河里了。没有被呛到。因为穿这羽绒服，所以自己又漂起来了。
378,麻烦大师了
379,昨晚梦到有入室抢劫的，什么都不抢，就是抢了我老公好多的鞋，不明白
380,我有个表弟被捕后，还在看守所里，我梦见他回来了，还一起吃饭，是什么事情 发生吗？
381,昨天晚上我梦见我还在读书，后来在教室里面老师在上面讲课，我坐在最后一排，突然我的牙齿掉了，开始是一颗一颗的掉，后来是从口里一次吐2-3颗，直到吐完。吐着吐着从口里吐出来的是血，吐了很多血。这代表着什么意思啊？
382,在露天的地方吃饭，同桌有人，不认识，没吃几口就下雨了，越下越大，我很快吃完了，就醒了
383,梦见老公穿了一双新鞋，问他哪里来的，说是国内同事买的给他带过来的，转过头又穿了双新鞋，再问，他就说不清楚，我还很生气的说他，买的就说买的，同事代的就说带的，这都说不清楚
